,billboard_track,spotify_track,billboard_artist,spotify_artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
63,I Lived,I Lived,OneRepublic,['OneRepublic'],7D49Iig0avHre9RFSUMkd2,0.599,0.854,9,-5.429,1,0.0436,0.0746,0,0.278,0.311,119.986,234547,4
64,Masterpiece,Masterpiece,Jessie J,['Jessie J'],4PYiIgzcp4o5pEYji1xY9q,0.661,0.733,0,-2.7,0,0.0434,0.0153,0,0.0982,0.612,143.932,220653,4
65,Lonely Tonight,Lonely Tonight,Blake Shelton Featuring Ashley Monroe,Blake Shelton Featuring Ashley Monroe,3ICD0niQsK2ngW9zDbYlkI,0.244,0.783,4,-2.183,1,0.0388,0.0109,0.0372,0.208,0.203,95.952,219307,4
66,Til It's Gone,Til It's Gone,Kenny Chesney,['Kenny Chesney'],1Lh8n5owE0h0hgqWfqtvuD,0.499,0.822,4,-7.122,1,0.049,0.00544,0.000197,0.272,0.499,86.481,250533,4
67,Dangerous,Dangerous,David Guetta Featuring Sam Martin,David Guetta Featuring Sam Martin,3ICD0niQsK2ngW9zDbYlkI,0.244,0.783,4,-2.183,1,0.0388,0.0109,0.0372,0.208,0.203,95.952,219307,4
68,Prayer In C,Prayer In C,Lillywood & Robin Schulz,Lillywood & Robin Schulz,3ICD0niQsK2ngW9zDbYlkI,0.244,0.783,4,-2.183,1,0.0388,0.0109,0.0372,0.208,0.203,95.952,219307,4
69,Steal My Girl,Steal My Girl,One Direction,['One Direction'],2Bs4jQEGMycglOfWPBqrVG,0.536,0.768,10,-5.948,0,0.0347,0.00433,0,0.114,0.545,77.217,228133,4
70,Close Your Eyes,Close Your Eyes,Parmalee,['Parmalee'],3Bdqlr7jQLNhITAgcBGQBG,0.551,0.863,11,-3.506,1,0.0322,0.0158,0,0.0843,0.817,143.952,214933,4
71,Drinking Class,Drinking Class,Lee Brice,['Lee Brice'],4QAXLB2Hkx3n7LbOFxD34h,0.663,0.53,1,-9.763,1,0.0301,0.0886,0,0.154,0.269,109.003,207347,4
72,Just Gettin' Started,Just Gettin' Started,Jason Aldean,['Jason Aldean'],1WtdhlaiUoDTrVNSwaya0L,0.507,0.805,9,-4.611,0,0.0867,0.396,1.16E-06,0.106,0.513,167.983,195480,4
73,Soldier,Lonely Soldier,Damien,['Damien Rice'],3WQOUr3vHqCHVheQir1xWj,0.729,0.23,0,-9.882,1,0.0311,0.808,0,0.113,0.261,116.399,223640,3
74,Sledgehammer,Sledgehammer,Fifth Harmony,['Fifth Harmony'],4rUTAkOU7OkVGeQuyQCHhF,0.671,0.777,2,-4.322,1,0.046,0.0057,0.0011,0.0783,0.289,99.98,230907,4
75,Make Me Wanna,Make Me Wanna,Thomas Rhett,['Thomas Rhett'],69DR48pXzSabFUfQfDDJDb,0.545,0.818,9,-6.38,1,0.0541,0.0369,0,0.101,0.679,109.019,225067,3
76,G.D.F.R.,G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas,Flo Rida Featuring Sage The Gemini & Lookas,3ICD0niQsK2ngW9zDbYlkI,0.244,0.783,4,-2.183,1,0.0388,0.0109,0.0372,0.208,0.203,95.952,219307,4
77,God Made Girls,God Made Girls,RaeLynn,['RaeLynn'],24tygl4LPQcQgeBe7qzY3n,0.488,0.917,3,-2.939,1,0.0291,0.0897,3.25E-06,0.135,0.772,156.053,215013,4
78,She Knows,She Knows,Ne-Yo Featuring Juicy J,Ne-Yo Featuring Juicy J,3ICD0niQsK2ngW9zDbYlkI,0.244,0.783,4,-2.183,1,0.0388,0.0109,0.0372,0.208,0.203,95.952,219307,4
79,Somewhere In My Car,Somewhere In My Car,Keith Urban,['Keith Urban'],3MFV4DgrAOXz6KURPQxRj9,0.588,0.861,10,-5.531,1,0.0395,0.00546,1.38E-05,0.0797,0.525,118.008,195973,4
80,Often,Often,The Weeknd,['The Weeknd'],4PhsKqMdgMEUSstTDAmMpg,0.572,0.631,7,-9.836,0,0.0476,0.222,0,0.135,0.0713,134.078,249040,4
81,Mean To Me,Mean to Me,Brett Eldredge,['Brett Eldredge'],5FVuERsYqtKKAaWe62NBnv,0.647,0.586,0,-6.883,1,0.0313,0.115,1.69E-06,0.121,0.165,87.994,228907,4
82,Lost Stars,Lost Stars,Matt McAndrew & Adam Levine,Matt McAndrew & Adam Levine,3ICD0niQsK2ngW9zDbYlkI,0.244,0.783,4,-2.183,1,0.0388,0.0109,0.0372,0.208,0.203,95.952,219307,4
83,Girl In A Country Song,Girl In A Country Song,Maddie & Tae,['Maddie & Tae'],1GRiBe0kNCNYpjwCHIyynI,0.59,0.908,8,-3.789,1,0.084,0.285,0,0.36,0.874,160.028,217840,4
84,Try,Try,Colbie Caillat,['Colbie Caillat'],6buXDkw3Gv4fQC1OZKUhnR,0.603,0.376,1,-9.77,1,0.0288,0.807,0,0.108,0.538,139.995,224573,4
85,Shut Up And Dance,Shut Up and Dance,WALK THE MOON,['WALK THE MOON'],4kbj5MwxO1bq9wjT5g9HaA,0.578,0.866,1,-3.804,1,0.0619,0.00701,0,0.257,0.619,128.038,199080,4
86,Time Of Our Lives,Time Of Our Lives,Pitbull & Ne-Yo,Pitbull & Ne-Yo,3ICD0niQsK2ngW9zDbYlkI,0.244,0.783,4,-2.183,1,0.0388,0.0109,0.0372,0.208,0.203,95.952,219307,4
87,Get On Your Knees,Get On Your Knees,Nicki Minaj Featuring Ariana Grande,Nicki Minaj Featuring Ariana Grande,3ICD0niQsK2ngW9zDbYlkI,0.244,0.783,4,-2.183,1,0.0388,0.0109,0.0372,0.208,0.203,95.952,219307,4
88,***Flawless,***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,3ICD0niQsK2ngW9zDbYlkI,0.244,0.783,4,-2.183,1,0.0388,0.0109,0.0372,0.208,0.203,95.952,219307,4
89,Apparently,Apparently,J. Cole,['J. Cole'],1HNs07uZxZniPNmniw2GTa,0.8,0.543,5,-9.236,1,0.0911,0.564,0,0.116,0.534,133.98,293040,4
90,Like A Cowboy,Like a Cowboy,Randy Houser,['Randy Houser'],2eQQ7YHhROyqSPiMrTOuum,0.511,0.687,1,-4.328,1,0.0326,0.254,2.49E-06,0.108,0.172,139.995,262133,4
91,Body Language,Body Language,Kid Ink Featuring Usher & Tinashe,Kid Ink Featuring Usher & Tinashe,3ICD0niQsK2ngW9zDbYlkI,0.244,0.783,4,-2.183,1,0.0388,0.0109,0.0372,0.208,0.203,95.952,219307,4
92,No Love,No Love,August Alsina,"['August Alsina', 'Nicki Minaj']",7ewfvLrlI0VNht4vEnoTMh,0.462,0.615,0,-7.982,0,0.153,0.00543,0,0.856,0.344,130.967,276080,4
93,Break The Rules,Break the Rules,Charli XCX,['Charli XCX'],0A5qqtFMG1qrNQEcjvr1A2,0.676,0.926,0,-2.244,0,0.0425,0.0305,0.000658,0.0771,0.818,124.019,203908,4
94,Lonely Eyes,Lonely Eyes,Chris Young,['Chris Young'],2j79NtwxoWDmkiH4MGwdLq,0.657,0.674,1,-5.273,1,0.0319,0.0326,1.88E-05,0.0947,0.336,106.005,217413,4
95,Fireball,Fireball,Pitbull Featuring John Ryan,Pitbull Featuring John Ryan,3ICD0niQsK2ngW9zDbYlkI,0.244,0.783,4,-2.183,1,0.0388,0.0109,0.0372,0.208,0.203,95.952,219307,4
96,Homegrown Honey,Homegrown Honey,Darius Rucker,['Darius Rucker'],15WoYaFanAymIZuebfxvOt,0.657,0.911,1,-5.072,1,0.0496,0.122,0,0.0479,0.871,87.978,204893,4
97,Wet Dreamz,Wet Dreamz,J. Cole,['J. Cole'],6Ius4TC0L3cN74HT7ENE6e,0.517,0.705,6,-8.205,0,0.364,0.0751,0,0.128,0.584,175.906,239320,4
98,Yellow Flicker Beat,Yellow Flicker Beat,Lorde,['Lorde'],0Nf53RDPZEjFrQE4B5n6Vf,0.585,0.61,1,-8.388,1,0.0353,0.103,0.000314,0.113,0.0597,94.969,232507,4
99,In Your Arms,In Your Arms,Nico & Vinz,['Nico & Vinz'],0LH5xRQz5D36FpIkYUFv2e,0.431,0.81,7,-6.051,1,0.0958,0.299,0,0.249,0.674,110.118,205800,4
100,,Get On Your Knees,,"['Nicki Minaj', 'Ariana Grande']",049V1aSofNvW906vGZgFsD,0.653,0.445,0,-7.183,0,0.0413,0.31,0,0.116,0.176,144.02,216493,4
101,,Lovers Rock,,['TV Girl'],1H7zdcRD0gLGQY0w5ejGgX,0.559,0.871,5,-5.338,0,0.0392,7.53E-06,0.00524,0.096,0.573,104.976,213920,4
102,,Flashed Junk Mind,,['Milky Chance'],5mpLcXEsk3jjzLFGuNKk5I,0.839,0.84,11,-8.721,1,0.0474,0.389,0.0319,0.114,0.904,117.98,262000,4
103,,It Is Well - Live,,"['Bethel Music', 'Kristene Dimarco']",3MRqm3VNWLIjRiLRQezul7,0.35,0.25,4,-10.648,0,0.0314,0.698,1.46E-05,0.11,0.11,129.82,385053,4
104,,Violet,,['Wild Party'],1v3SmmWX9lHYGXii4SmAts,0.42,0.882,6,-4.383,1,0.0466,0.014,0,0.36,0.643,171.07,179093,4
105,,Jenny,,['NOTHING MORE'],1qhcO9Akt1mP0Y54OSTX9w,0.525,0.914,11,-7.967,0,0.164,0.00107,1.51E-05,0.545,0.199,105.955,236600,4
106,,Pills N Potions,,['Nicki Minaj'],2bkyTJ4bAnc8a5ly3dg9DX,0.391,0.604,2,-8.104,1,0.212,0.00812,5.18E-06,0.0443,0.168,169.658,268000,4
107,,XO,,['Beyoncé'],5BcsW5DguEDxVzSIDsQiz5,0.467,0.793,0,-8.932,1,0.26,0.171,1.28E-06,0.313,0.214,170.056,215947,4
108,,Wolf in Sheep's Clothing (feat. William Beckett),,['Set It Off'],4WXFDVe299Po8ih6Np54n2,0.445,0.907,11,-3.894,0,0.0773,0.00161,0,0.403,0.71,165.069,187880,4
109,,"Once Upon a Dream - From ""Maleficent"" / Pop Version",,['Lana Del Rey'],3liiZRlJxa8GeLUgWMoIeu,0.289,0.274,5,-16.574,1,0.0353,0.659,0.0166,0.109,0.167,119.997,203080,3
110,,I Don't Get Tired (#IDGT) (feat. August Alsina),,"['Kevin Gates', 'August Alsina']",6HMHgBHdLBQ0QYIaOp2gse,0.492,0.698,1,-5.606,1,0.171,0.0524,0,0.428,0.288,139.953,209707,4
111,,Pittsburgh (No Intro),,['The Amity Affliction'],6RcsAN8XF5KX6mMh6dum8e,0.386,0.943,5,-3.033,0,0.185,0.000133,0,0.0928,0.402,148.008,239127,4
112,,I Know Places,,['Taylor Swift'],2zfgVd034GlUvk7LqBHl6u,0.602,0.755,0,-4.991,1,0.071,0.245,0,0.178,0.495,159.965,195707,4
113,,You Are In Love,,['Taylor Swift'],4A2LfnduSTsE8u0ecYROxE,0.474,0.48,2,-8.894,1,0.0622,0.707,0.000108,0.0903,0.319,170.109,267107,4
114,,Necio (feat. Carlos Santana),,"['Romeo Santos', 'Carlos Santana']",3DKWF8is9hzp84aSxnhlag,0.869,0.684,1,-4.915,1,0.0456,0.362,0,0.0737,0.88,115.052,264267,4
115,,Say Something - Zac Samuel Remix,,"['Karen Harding', 'Zac Samuel']",5QifrqmnjHzdOuBAheeeNU,0.701,0.667,7,-6.177,1,0.0361,0.0121,6.53E-06,0.148,0.675,119.975,213135,4
116,,Dollywood,,['Hail Mary Mallon'],4qQPtWnTPE1vfGGCpVQPs0,0.582,0.884,1,-5.845,1,0.351,0.184,0.00152,0.628,0.832,179.967,178360,3
117,,Booty Wurk (One Cheek At a Time) (feat. Joey Galaxy),,"['T-Pain', 'Joey Galaxy']",6QgkOxBXqVRjZ1JcIDbDYY,0.786,0.689,1,-6.113,1,0.315,0.00931,1.14E-06,0.214,0.874,157.935,235307,4
118,,When I've Been Drinkin',,['Jon Pardi'],59O0lOCAMdBugXQrEGR6A6,0.857,0.558,11,-6.081,1,0.0385,0.395,0,0.111,0.932,112.992,197547,4
119,,Gooey,,['Glass Animals'],1gk3FhAV07q9Jg77UxnVjX,0.487,0.369,11,-13.424,0,0.0406,0.736,3.75E-05,0.0925,0.106,183.114,289307,4
120,,Jealou$y (feat. Casey Veggies & Kossisko),,"['The Neighbourhood', 'Casey Veggies', 'Kossisko']",7ofaLUVPCwrPrKY6Rk6c0b,0.511,0.622,9,-5.094,0,0.15,0.14,4.95E-05,0.158,0.296,150.909,267067,4
121,,Rather Be (feat. Jess Glynne),,"['Clean Bandit', 'Jess Glynne']",3s4U7OHV7gnj42VV72eSZ6,0.799,0.586,11,-6.735,1,0.0377,0.162,2.03E-06,0.193,0.549,120.97,227833,4
122,,Outside (feat. Ellie Goulding),,"['Calvin Harris', 'Ellie Goulding']",7MmG8p0F9N3C4AXdK6o6Eb,0.646,0.823,2,-4.123,0,0.0394,0.213,0,0.322,0.418,128.035,227267,4
123,,Blame (feat. John Newman),,"['Calvin Harris', 'John Newman']",07nH4ifBxUB4lZcsf44Brn,0.414,0.857,0,-4.078,0,0.0808,0.0287,0.00574,0.343,0.348,128.024,212960,4
124,,When Will I See You Again,,['Shakka'],5FSt6K70gANsecaAtXFVbR,0.593,0.893,6,-5.811,1,0.132,0.301,0,0.135,0.63,150.085,218000,4
125,,Sunshine & Whiskey,,['Frankie Ballard'],6aNwDe5YH5YUPlpHkku52w,0.67,0.737,9,-6.794,1,0.0434,0.223,0,0.325,0.754,92.983,182400,4
