,billboard_track,spotify_track,billboard_artist,spotify_artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
31,Club Can't Handle Me,Club Can't Handle Me,Flo Rida Featuring David Guetta,Flo Rida Featuring David Guetta,3ICD0niQsK2ngW9zDbYlkI,0.244,0.783,4,-2.183,1,0.0388,0.0109,0.0372,0.208,0.203,95.952,219307,4
32,I Like It,I Like It,Enrique Iglesias Featuring Pitbull,Enrique Iglesias Featuring Pitbull,3ICD0niQsK2ngW9zDbYlkI,0.244,0.783,4,-2.183,1,0.0388,0.0109,0.0372,0.208,0.203,95.952,219307,4
33,If I Die Young,If I Die Young,The Band Perry,['The Band Perry'],4u26EevCNXMhlvE1xFBJwX,0.606,0.497,4,-6.611,1,0.0277,0.348,0,0.275,0.362,130.739,222773,4
34,Whip My Hair,Whip My Hair,WILLOW,['WILLOW'],4Dio1t8RHzLv1nfPJTSZyP,0.552,0.98,9,-4.676,0,0.254,0.00159,0.00552,0.438,0.668,162.961,195440,4
35,Somewhere With You,Somewhere With You,Kenny Chesney,['Kenny Chesney'],3pkzJjJXfdDjhpXx639MIH,0.68,0.849,1,-6.475,0,0.0376,0.0862,0.00013,0.174,0.536,111.969,243520,4
36,No Love,No Love,Eminem Featuring Lil Wayne,Eminem Featuring Lil Wayne,3ICD0niQsK2ngW9zDbYlkI,0.244,0.783,4,-2.183,1,0.0388,0.0109,0.0372,0.208,0.203,95.952,219307,4
37,Deuces,Deuces,Chris Brown Featuring Tyga & Kevin McCall,Chris Brown Featuring Tyga & Kevin McCall,3ICD0niQsK2ngW9zDbYlkI,0.244,0.783,4,-2.183,1,0.0388,0.0109,0.0372,0.208,0.203,95.952,219307,4
38,Hold My Hand,Hold My Hand,Michael Jackson Duet With Akon,Michael Jackson Duet With Akon,3ICD0niQsK2ngW9zDbYlkI,0.244,0.783,4,-2.183,1,0.0388,0.0109,0.0372,0.208,0.203,95.952,219307,4
39,Felt Good On My Lips,Felt Good On My Lips,Tim McGraw,['Tim McGraw'],2D2tn77f5ZrADmf8h4zR3t,0.56,0.869,3,-3.804,1,0.0387,0.024,2.94E-06,0.136,0.519,136.001,277400,4
40,Rocketeer,Rocketeer,Far*East Movement Featuring Ryan Tedder,Far*East Movement Featuring Ryan Tedder,3ICD0niQsK2ngW9zDbYlkI,0.244,0.783,4,-2.183,1,0.0388,0.0109,0.0372,0.208,0.203,95.952,219307,4
41,Pretty Girl Rock,Pretty Girl Rock,Keri Hilson,['Keri Hilson'],2Adn2LNgkHMH5TelQVAu4n,0.666,0.87,11,-5.004,0,0.246,0.203,0,0.0851,0.9,160.014,243920,4
42,My Kinda Party,My Kinda Party,Jason Aldean,['Jason Aldean'],215FCyLSBcXeX0NASXEjyn,0.41,0.9,0,-4.249,0,0.0656,0.0167,1.09E-05,0.339,0.558,176.962,284960,4
43,Love The Way You Lie,Love The Way You Lie,Eminem Featuring Rihanna,Eminem Featuring Rihanna,3ICD0niQsK2ngW9zDbYlkI,0.244,0.783,4,-2.183,1,0.0388,0.0109,0.0372,0.208,0.203,95.952,219307,4
44,Kush,Kush,Dr. Dre Featuring Snoop Dogg & Akon,Dr. Dre Featuring Snoop Dogg & Akon,3ICD0niQsK2ngW9zDbYlkI,0.244,0.783,4,-2.183,1,0.0388,0.0109,0.0372,0.208,0.203,95.952,219307,4
45,Jar Of Hearts,Jar of Hearts,Christina Perri,['Christina Perri'],0HZhYMZOcUzZKSFwPOti6m,0.349,0.348,3,-6.142,1,0.0316,0.726,0,0.12,0.0886,74.541,246587,4
46,Stuck Like Glue,Stuck Like Glue,Sugarland,['Sugarland'],0JcKdUGNR7zI4jJDLyYXbi,0.702,0.795,1,-4.764,1,0.0568,0.329,0,0.0505,0.836,83.961,247587,4
47,Love Like Woe,Love Like Woe,The Ready Set,['The Ready Set'],4XRZbiVdsA5qv6f6qP70lS,0.697,0.775,10,-4.106,1,0.0636,0.139,0,0.0737,0.822,90.015,200453,4
48,Can't Be Friends,Can't Be Friends,Trey Songz,Trey Songz,3ICD0niQsK2ngW9zDbYlkI,0.244,0.783,4,-2.183,1,0.0388,0.0109,0.0372,0.208,0.203,95.952,219307,4
49,Memories,Memories,David Guetta Featuring Kid Cudi,David Guetta Featuring Kid Cudi,3ICD0niQsK2ngW9zDbYlkI,0.244,0.783,4,-2.183,1,0.0388,0.0109,0.0372,0.208,0.203,95.952,219307,4
50,Who Are You When I'm Not Looking,Who Are You When I'm Not Looking,Blake Shelton,['Blake Shelton'],15fZHvjZXoAILTvmt4EXIk,0.412,0.457,4,-9.142,1,0.0288,0.409,0.0187,0.0978,0.202,74.824,187733,4
51,Mine,Mine,Taylor Swift,['Taylor Swift'],0dBW6ZsW8skfvoRfgeerBF,0.624,0.757,7,-2.94,1,0.0296,0.00265,1.87E-06,0.189,0.658,121.07,230707,4
52,Down On Me,Down On Me,Jeremih Featuring 50 Cent,Jeremih Featuring 50 Cent,3ICD0niQsK2ngW9zDbYlkI,0.244,0.783,4,-2.183,1,0.0388,0.0109,0.0372,0.208,0.203,95.952,219307,4
53,As She's Walking Away,As She's Walking Away,Zac Brown Band Featuring Alan Jackson,Zac Brown Band Featuring Alan Jackson,3ICD0niQsK2ngW9zDbYlkI,0.244,0.783,4,-2.183,1,0.0388,0.0109,0.0372,0.208,0.203,95.952,219307,4
54,Rhythm of Love,Rhythm Of Love,Plain White T's,"[""Plain White T's""]",6MDTpYxPFL0wtFd0pjfKws,0.531,0.542,8,-7.721,1,0.0432,0.356,0,0.119,0.726,171.878,200200,4
55,Dog Days Are Over,Dog Days Are Over,Florence + The Machine,['Florence + The Machine'],1YLJVmuzeM2YSUkCCaTNUB,0.492,0.81,7,-5.315,1,0.0847,0.0416,0.00379,0.117,0.245,149.954,251840,4
56,We No Speak Americano,We No Speak Americano (Sllash & Doppe Edit),Yolanda Be Cool & Dcup,"['Yolanda Be Cool', 'DCup', 'Sllash & Doppe']",7zLV30iLRt2GsEQgUEY2OL,0.733,0.926,6,-7.704,1,0.0457,0.0222,0.608,0.497,0.532,124.004,201291,4
57,Mama's Song,Mama's Song,Carrie Underwood,['Carrie Underwood'],0m8Ta268d1kBBG7lxMyWqa,0.341,0.659,2,-5.419,1,0.0357,0.442,0,0.096,0.269,79.987,240240,4
58,Turn On The Radio,Turn On The Radio,Reba,['Reba McEntire'],6A2hvKTF2FShj0Yma7CP8N,0.603,0.859,11,-3.772,1,0.0416,0.026,0,0.224,0.702,123.072,215387,4
59,Don't You Wanna Stay,Don't You Wanna Stay,Jason Aldean With Kelly Clarkson,Jason Aldean With Kelly Clarkson,3ICD0niQsK2ngW9zDbYlkI,0.244,0.783,4,-2.183,1,0.0388,0.0109,0.0372,0.208,0.203,95.952,219307,4
60,Put You In A Song,Put You In A Song,Keith Urban,['Keith Urban'],7bkgRHkiyRO1vWzG1hTicD,0.621,0.78,2,-8.502,1,0.0333,0.0174,0,0.0681,0.822,134.022,220387,4
61,Let Me Down Easy,Let Me Down Easy,Billy Currington,['Billy Currington'],4iYQUKxKwOOm6X2R7ALPix,0.606,0.497,1,-5.005,1,0.0278,0.361,0,0.106,0.18,125.059,228493,4
62,Voices,Voices,Chris Young,['Chris Young'],5pemEFax3jfocz4FGHa3UC,0.552,0.788,0,-4.112,1,0.0525,0.38,0,0.15,0.641,76.528,186107,4
63,Lay It Down,Lay It Down,Lloyd,['Lloyd'],0npGoOENjn7vVvIMmvWekQ,0.527,0.796,1,-5.111,0,0.062,0.017,0,0.0798,0.534,155.99,240107,4
64,Why Wait,Why Wait,Rascal Flatts,['Rascal Flatts'],3uSeT5T2pOEx5fTdYFJasm,0.612,0.765,2,-4.915,1,0.0404,0.122,0,0.103,0.553,122.021,224840,4
65,Maybe,Maybe,Sick Puppies,['Sick Puppies'],3K3qKMsD5P9PRCbBV4lvgd,0.437,0.913,7,-4.315,1,0.0972,0.0171,0,0.284,0.537,167.861,206120,4
66,The Breath You Take,The Breath You Take,George Strait,['George Strait'],0zKsfGlBHj6mzZRhmACl8M,0.492,0.383,11,-7.735,0,0.0277,0.752,0.000413,0.119,0.248,132.1,215880,3
67,Only Prettier,Only Prettier,Miranda Lambert,['Miranda Lambert'],05Rdg52eBYVUy5A55rnz39,0.388,0.695,8,-2.4,1,0.0348,0.0818,0,0.0698,0.778,167.966,189440,4
68,Who Dat Girl,Who Dat Girl,Flo Rida Featuring Akon,Flo Rida Featuring Akon,3ICD0niQsK2ngW9zDbYlkI,0.244,0.783,4,-2.183,1,0.0388,0.0109,0.0372,0.208,0.203,95.952,219307,4
69,Fire Flame,Fire Flame,Birdman Featuring Lil Wayne,Birdman Featuring Lil Wayne,3ICD0niQsK2ngW9zDbYlkI,0.244,0.783,4,-2.183,1,0.0388,0.0109,0.0372,0.208,0.203,95.952,219307,4
70,Make A Movie,Make A Movie,Twista Featuring Chris Brown,Twista Featuring Chris Brown,3ICD0niQsK2ngW9zDbYlkI,0.244,0.783,4,-2.183,1,0.0388,0.0109,0.0372,0.208,0.203,95.952,219307,4
71,Waiting For The End,Waiting for the End,Linkin Park,['Linkin Park'],1V4Bq9kYHMk9yILUp5z3o3,0.487,0.961,4,-4.139,1,0.132,0.0415,1.15E-06,0.553,0.323,170.005,231680,4
72,Marry Me,Marry Me,Train,['Train'],2MWOqewf5j0qf2b6S5J6cS,0.461,0.267,0,-8.514,1,0.0278,0.834,2.03E-05,0.107,0.481,87.918,205453,4
73,Bass Down Low,Bass Down Low,Dev Featuring The Cataracs,Dev Featuring The Cataracs,3ICD0niQsK2ngW9zDbYlkI,0.244,0.783,4,-2.183,1,0.0388,0.0109,0.0372,0.208,0.203,95.952,219307,4
74,Fall For Your Type,Fall For Your Type (feat. Drake),Jamie Foxx Featuring Drake,"['Jamie Foxx', 'Drake']",7eck9XwORW9cWwnrMKt0dw,0.596,0.395,1,-11.833,1,0.0897,0.404,5.73E-06,0.111,0.172,136.852,269493,4
75,Anything Like Me,Anything Like Me,Brad Paisley,['Brad Paisley'],74mZKvZcZzzvbOnt8NfWda,0.545,0.522,2,-9.241,1,0.0341,0.422,0,0.119,0.446,164.869,268187,4
76,Little Lion Man,Little Lion Man,Mumford & Sons,['Mumford & Sons'],6JnufVNLIO5F5Lk4sEVLeI,0.517,0.481,5,-8.273,1,0.0272,0.0293,1.79E-05,0.0903,0.461,138.51,246973,4
77,Someone Else Calling You Baby,Someone Else Calling You Baby,Luke Bryan,Luke Bryan,3ICD0niQsK2ngW9zDbYlkI,0.244,0.783,4,-2.183,1,0.0388,0.0109,0.0372,0.208,0.203,95.952,219307,4
78,Hello World,Hello World,Lady Antebellum,['Lady A'],2zdltIgwTAWGXHHJGTPKqv,0.427,0.531,8,-6.985,1,0.0297,0.0555,0.00106,0.0835,0.145,111.079,326107,4
79,Higher,Higher,Taio Cruz Featuring Travie McCoy,Taio Cruz Featuring Travie McCoy,3ICD0niQsK2ngW9zDbYlkI,0.244,0.783,4,-2.183,1,0.0388,0.0109,0.0372,0.208,0.203,95.952,219307,4
80,No BS,No BS (feat. Kevin McCall),Chris Brown,"['Chris Brown', 'Kevin McCall']",6P3cUSAoT4EeMxVgWVdBra,0.426,0.612,1,-6.359,0,0.0567,0.12,0,0.119,0.106,172.171,247933,4
81,Moment 4 Life,Moment 4 Life,Nicki Minaj Featuring Drake,Nicki Minaj Featuring Drake,3ICD0niQsK2ngW9zDbYlkI,0.244,0.783,4,-2.183,1,0.0388,0.0109,0.0372,0.208,0.203,95.952,219307,4
82,Christmas Lights,Christmas Lights,Coldplay,['Coldplay'],5YwVsERCCYjOftXD3YXPtv,0.315,0.418,7,-9.146,1,0.0299,0.131,0.000679,0.0836,0.237,129.116,242496,4
83,Runaway,Runaway,Kanye West Featuring Pusha T,Kanye West Featuring Pusha T,3ICD0niQsK2ngW9zDbYlkI,0.244,0.783,4,-2.183,1,0.0388,0.0109,0.0372,0.208,0.203,95.952,219307,4
84,Bullets In The Gun,Bullets in the Gun,Toby Keith,['Toby Keith'],26bRcXA9qmivWYTPocMlfT,0.61,0.761,9,-6.022,1,0.0627,0.339,1.88E-05,0.0839,0.433,120.017,256613,4
85,F**kin' Perfect,F**kin' Perfect,P!nk,['P!nk'],3MGJF1CDFGfjXESL2Heva0,0.565,0.646,7,-4.749,1,0.0335,0.0412,0,0.362,0.481,91.973,213413,4
86,Smoke A Little Smoke,Smoke A Little Smoke,Eric Church,['Eric Church'],1ESipSqVefdknPg5IBKFND,0.77,0.641,10,-6.077,0,0.035,0.0206,0.00023,0.106,0.639,96.98,191333,4
87,More,More - RedOne Jimmy Joker Remix,Usher,['Usher'],0aBKFfdyOD1Ttvgv0cfjjJ,0.551,0.893,7,-2.628,1,0.0543,0.00166,0,0.348,0.794,125.083,219987,4
88,All I Want Is You,All I Want Is You,Miguel Featuring J. Cole,Miguel Featuring J. Cole,3ICD0niQsK2ngW9zDbYlkI,0.244,0.783,4,-2.183,1,0.0388,0.0109,0.0372,0.208,0.203,95.952,219307,4
89,What Do You Want,What Do You Want,Jerrod Niemann,['Jerrod Niemann'],6bdDMSGOpu4u2AT4rarSDc,0.55,0.496,4,-10.12,1,0.144,0.659,1.15E-06,0.106,0.543,153.275,214573,4
90,Loving You No More,Loving You No More,Diddy - Dirty Money Featuring Drake,Diddy - Dirty Money Featuring Drake,3ICD0niQsK2ngW9zDbYlkI,0.244,0.783,4,-2.183,1,0.0388,0.0109,0.0372,0.208,0.203,95.952,219307,4
91,Are You Gonna Kiss Me Or Not,Are You Gonna Kiss Me Or Not,Thompson Square,['Thompson Square'],2TAcwD5KcV9uY3O1tLGV15,0.485,0.701,8,-3.807,1,0.0288,0.039,0,0.0977,0.613,151.948,184920,4
92,When A Woman Loves,When a Woman Loves,R. Kelly,['R. Kelly'],67UivNNJwBPb8XS7r4fGmf,0.328,0.447,5,-5.647,1,0.0515,0.498,0,0.174,0.404,180.336,310560,3
93,You Be Killin Em,You Be Killin Em,Fabolous,['Fabolous'],5I6YA7oHtraxwWQzzCugDt,0.664,0.909,6,-3.552,0,0.22,0.444,0,0.525,0.557,93.977,209693,4
94,September,September,Daughtry,['Daughtry'],2ikUwLex9wXpIOEgY45Wk7,0.459,0.718,10,-5.596,1,0.0319,0.0505,0,0.0951,0.34,149.791,243773,4
95,Loca,Loca,Shakira Featuring El Cata or Dizzee Rascal,Shakira Featuring El Cata or Dizzee Rascal,3ICD0niQsK2ngW9zDbYlkI,0.244,0.783,4,-2.183,1,0.0388,0.0109,0.0372,0.208,0.203,95.952,219307,4
96,For The First Time,For the First Time,The Script,['The Script'],09ZcYBGFX16X8GMDrvqQwt,0.396,0.629,9,-4.78,1,0.0287,0.0328,0,0.183,0.358,173.794,252853,4
97,Letting Go (Dutty Love),Letting Go (Dutty Love) featuring Nicki Minaj (feat. Nicki Minaj),Sean Kingston Featuring Nicki Minaj,"['Sean Kingston', 'Nicki Minaj']",0wDbYIl4fN2mccHczCJqEf,0.792,0.808,5,-4.156,1,0.0963,0.335,0,0.269,0.709,92.064,230600,4
98,"Baby, It's Cold Outside","Baby, It's Cold Outside (feat. Darren Criss)",Glee Cast,"['Glee Cast', 'Darren Criss']",7irY7Ldcf6BFpycGl62vum,0.52,0.27,8,-9.806,1,0.0299,0.616,0,0.109,0.509,110.789,166547,4
99,Oh Santa!,Oh Santa! (feat. Ariana Grande & Jennifer Hudson),Mariah Carey,"['Mariah Carey', 'Ariana Grande', 'Jennifer Hudson']",1Ri9P0ZPrqr6h0REDRdJBd,0.648,0.938,1,-3.298,1,0.115,0.0339,1.28E-06,0.0564,0.849,78.496,200467,4
100,,The Sound Of Sunshine,,['Michael Franti & Spearhead'],6iBWazas8QsDtBnjlXkrXk,0.673,0.902,10,-4.886,1,0.0553,0.0164,0.0145,0.269,0.704,97.007,225133,4
101,,Hello (feat. Dragonette),,"['Martin Solveig', 'Dragonette']",3sl4dcqSwxHVnLfqwF2jly,0.666,0.975,3,-3.47,1,0.0345,0.0135,0.000925,0.105,0.452,128.005,191388,4
102,,Victim,,['Avenged Sevenfold'],4H2x38N2IZAkZZM69WD1SH,0.547,0.831,0,-5.06,0,0.0324,0.00395,8.08E-06,0.12,0.101,130,449720,4
103,,I'll Always Remember You,,['Hannah Montana'],60c0p6GGnuwdKcQnmuM2zC,0.418,0.721,8,-2.736,1,0.0383,0.0486,0,0.0984,0.233,144.063,233333,4
104,,No Hands (feat. Roscoe Dash & Wale),,"['Waka Flocka Flame', 'Roscoe Dash', 'Wale']",03tqyYWC9Um2ZqU0ZN849H,0.76,0.595,1,-6.366,1,0.0391,0.00544,0,0.241,0.361,131.497,263773,4
105,,XOXOXO,,['Black Eyed Peas'],0DS7fFqiQhSDzaVVpDvNQv,0.686,0.83,0,-6.309,0,0.397,0.413,9.42E-06,0.218,0.327,57.452,225413,4
106,,Kickin Up Mud,,['The Lacs'],6eHTrSCKzmYNQjXtTKDpHV,0.783,0.614,5,-5.935,0,0.29,0.0417,0,0.0938,0.768,65.005,216493,4
107,,Magic (feat. Rivers Cuomo),,"['B.o.B', 'Rivers Cuomo']",5uHYcK0nbEYgRaFTY5BqnP,0.549,0.932,8,-4.11,0,0.343,0.0127,0,0.347,0.787,82.439,196133,4
108,,Airplanes (feat. Hayley Williams of Paramore),,"['B.o.B', 'Hayley Williams']",6lV2MSQmRIkycDScNtrBXO,0.66,0.867,6,-4.285,0,0.116,0.11,0,0.0368,0.377,93.033,180480,4
109,,Monster,,"['Kanye West', 'JAY-Z', 'Rick Ross', 'Nicki Minaj', 'Bon Iver']",1ZHYJ2Wwgxes4m8Ba88PeK,0.628,0.692,2,-5.64,1,0.202,0.00244,0.0129,0.668,0.0963,124.887,378893,5
110,,My Chick Bad,,"['Ludacris', 'Nicki Minaj']",3bMNprrp2JDKZsGbiXpsJl,0.624,0.723,1,-6.782,1,0.378,0.172,0,0.483,0.757,84.789,216933,4
111,,I Can't Handle Change,,['Roar'],0I1eFRytp4XRhLCjT6tZm7,0.247,0.438,5,-8.479,1,0.0358,0.0455,0.000871,0.111,0.39,185.716,198213,3
112,,No Debes Jugar - 1993 Version,,['Selena y los Dinos'],77OlR5LDh9mwSGctxs6Dn2,0.545,0.742,0,-5.989,0,0.0305,0.225,0,0.12,0.893,178.181,168493,4
113,,Atlanta Zoo (feat. Ludacris),,"['Gucci Mane', 'Ludacris']",59HVcwGKW18a5mjjyhvKQW,0.737,0.833,6,-6.023,0,0.366,0.00587,0,0.619,0.732,145.139,219080,4
114,,God Hates Us,,['Avenged Sevenfold'],031uTUhyy6xmDJqmeWJBi9,0.453,0.959,0,-6.121,0,0.119,0.000321,0.14,0.132,0.204,139.997,319187,4
115,,Victory,,['Trampled by Turtles'],6AKYhRh9Oz1nzscR5kZS7T,0.454,0.719,9,-7.74,1,0.0326,0.28,0.00209,0.089,0.594,121.548,237000,4
116,,All Signs Point To Lauderdale,,['A Day To Remember'],0T8P86fvSK8kCUJFYPZbIH,0.425,0.983,10,-3.437,1,0.114,0.000263,0,0.114,0.513,149.95,197200,4
117,,Up,,['Justin Bieber'],7wj1Lb5ggzMWJ9TqZJ2dwo,0.711,0.717,0,-4.317,1,0.0396,0.084,0,0.09,0.589,125.949,234933,4
118,,Rill Rill,,['Sleigh Bells'],3GbjOImkNo5nFT2GQxVr11,0.468,0.812,1,-3.44,0,0.0491,0.0372,1.46E-06,0.0688,0.789,72.987,229893,4
119,,Better Than Revenge,,['Taylor Swift'],1By2VQkUN0Frd8mKNV5NYC,0.516,0.917,11,-3.186,0,0.0827,0.0139,6.37E-06,0.36,0.635,145.821,217160,4
120,,Write This Down (feat. Nieve),,['SoulChef'],7uJvH1U5rhQBEwJILAyA3D,0.823,0.818,10,-4.396,0,0.18,0.173,0.0136,0.21,0.844,92.973,189427,4
121,,Gorgeous,,"['Kanye West', 'Kid Cudi', 'Raekwon']",23SZWX2IaDnxmhFsSLvkG2,0.598,0.713,6,-3.625,0,0.0326,0.0207,0.000175,0.431,0.118,91.964,357653,4
122,,"Tiger Escapes From Zoo, Frees Person From Life",,['Joe Rogan'],7wFxzRX843c115H1DrQFlf,0.579,0.97,2,-2.778,1,0.904,0.792,0,0.937,0.372,92.146,295600,3
123,,In My Head,,['Jason Derulo'],5BoIP8Eha5hwmRVURkC2Us,0.762,0.748,0,-4.15,0,0.033,0.0266,0,0.348,0.851,110.009,199027,4
